"occurrence_no"	"record_type"	"reid_no"	"flags"	"collection_no"	"identified_name"	"identified_rank"	"identified_no"	"difference"	"accepted_name"	"accepted_attr"	"accepted_rank"	"accepted_no"	"early_interval"	"late_interval"	"max_ma"	"min_ma"	"ref_author"	"ref_pubyr"	"reference_no"	"phylum"	"class"	"order"	"family"	"genus"	"plant_organ"	"plant_organ2"	"abund_value"	"abund_unit"	"lng"	"lat"	"occurrence_comments"	"collection_name"	"collection_subset"	"collection_aka"	"cc"	"state"	"county"	"latlng_basis"	"latlng_precision"	"geogscale"	"geogcomments"	"paleomodel"	"paleolng"	"paleolat"	"geoplate"	"cc.1"	"protected"	"formation"	"stratgroup"	"member"	"stratscale"	"zone"	"localsection"	"localbed"	"localorder"	"regionalsection"	"regionalbed"	"regionalorder"	"stratcomments"	"lithdescript"	"lithology1"	"lithadj1"	"lithification1"	"minor_lithology1"	"fossilsfrom1"	"lithology2"	"lithadj2"	"lithification2"	"minor_lithology2"	"fossilsfrom2"	"environment"	"tectonic_setting"	"geology_comments"	"assembl_comps"	"articulated_parts"	"associated_parts"	"common_body_parts"	"rare_body_parts"	"feed_pred_traces"	"artifacts"	"component_comments"	"pres_mode"	"preservation_quality"	"spatial_resolution"	"temporal_resolution"	"lagerstatten"	"concentration"	"orientation"	"abund_in_sediment"	"sorting"	"fragmentation"	"bioerosion"	"encrustation"	"preservation_comments"	"collection_type"	"collection_methods"	"museum"	"collection_coverage"	"collection_size"	"rock_censused"	"collectors"	"collection_dates"	"collection_comments"	"taxonomy_comments"	"taxon_environment"	"environment_basis"	"motility"	"life_habit"	"vision"	"diet"	"reproduction"	"ontogeny"	"ecospace_comments"	"composition"	"architecture"	"thickness"	"reinforcement"
1378800	"occ"	NA	NA	188665	"Chaohusaurus chaoxianensis"	"species"	375339	""	"Chaohusaurus chaoxianensis"	NA	"species"	375339	"Olenekian"	""	251.2	247.2	"Zhou et al."	2017	63292	"Chordata"	"Reptilia"	"Ichthyosauria"	"Grippiidae"	"Chaohusaurus"	NA	NA	3	"specimens"	117.822784	31.624428	""	"Majiashan Quarry"	NA	""	"CN"	"Anhui"	""	"estimated from map"	"6"	""	"Majiashan Quarry of Chaohu, Anhui Province"	"gp_mid"	116.02	5.81	"604"	"CN"	""	"Nanlinghu"	""	""	""	""	""	""	""	NA	NA	NA	"Specimens GMPKU-P-3086 and P-3101 were excavated from Bed 633 (Fig. 2), whereas\r\nspecimen GMPKU-P-3188 is from Bed 617. C. brevifemoralis specimens come from beds 621–638 (about 248.53–248.34 Ma), that were previously dated using astrochronology (Fu et al., 2016)."	"argillaceous limestone"	"\"limestone\""	""	""	"argillaceous"	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body,original phosphate"	""	""	""	""	""	""	""	NA	""	""	""	""	"general faunal/floral"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1394193	"occ"	NA	NA	138123	"Mixosaurus atavus"	"species"	172828	"recombined as"	"Phalarodon atavus"	NA	"species"	172825	"Anisian"	""	247.2	242	"Kuhn"	1942	64860	"Chordata"	"Reptilia"	"Ichthyosauria"	"Mixosauridae"	"Phalarodon"	NA	NA	1	"specimens"	11.767778	51.217499	"vertebra"	"Freyburg"	NA	""	"DE"	"Saxony-Anhalt"	"Bergenlandkreis"	"based on political unit"	"seconds"	"small collection"	"Freyburg on the Unstrut River"	"gp_mid"	29.88	30.16	"305"	"DE"	""	"Jena"	"Muschelkalk"	"Schaumkalkbänke"	"group of beds"	""	""	""	""	NA	NA	NA	"Upper lower Muschelkalk - Schaumkalk"	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1394194	"occ"	NA	NA	138123	"Mixosaurus aff. atavus"	"species"	172828	"recombined as"	"Phalarodon atavus"	NA	"species"	172825	"Anisian"	""	247.2	242	"Kuhn"	1942	64860	"Chordata"	"Reptilia"	"Ichthyosauria"	"Mixosauridae"	"Phalarodon"	NA	NA	1	"specimens"	11.767778	51.217499	"vertebra"	"Freyburg"	NA	""	"DE"	"Saxony-Anhalt"	"Bergenlandkreis"	"based on political unit"	"seconds"	"small collection"	"Freyburg on the Unstrut River"	"gp_mid"	29.88	30.16	"305"	"DE"	""	"Jena"	"Muschelkalk"	"Schaumkalkbänke"	"group of beds"	""	""	""	""	NA	NA	NA	"Upper lower Muschelkalk - Schaumkalk"	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1394195	"occ"	NA	NA	138123	"Tholodus schmidi"	"species"	263041	""	"Tholodus schmidi"	NA	"species"	263041	"Anisian"	""	247.2	242	"Kuhn"	1942	64860	"Chordata"	"Reptilia"	"Ichthyosauria"	"Omphalosauridae"	"Tholodus"	NA	NA	1	"specimens"	11.767778	51.217499	"dentary"	"Freyburg"	NA	""	"DE"	"Saxony-Anhalt"	"Bergenlandkreis"	"based on political unit"	"seconds"	"small collection"	"Freyburg on the Unstrut River"	"gp_mid"	29.88	30.16	"305"	"DE"	""	"Jena"	"Muschelkalk"	"Schaumkalkbänke"	"group of beds"	""	""	""	""	NA	NA	NA	"Upper lower Muschelkalk - Schaumkalk"	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1412635	"occ"	NA	NA	195194	"Tholodus cf. schmidi"	"species"	263041	""	"Tholodus schmidi"	NA	"species"	263041	"Anisian"	""	247.2	242	"Arkhangelsky et al."	2016	66433	"Chordata"	"Reptilia"	"Ichthyosauria"	"Omphalosauridae"	"Tholodus"	NA	NA	NA	""	131.919998	43.00222	"Jaw fragments, SGTU MEZ 4/3"	"Inland Karazin Fm site"	NA	"Paris Bay / Ussuri Bay watershed"	"RU"	"Primorye"	""	"stated in text"	"seconds"	"small collection"	"Lat/long provided in Zakharov et al. (2015)"	"gp_mid"	NA	NA	"coordinates not computable using this model"	"RU"	""	"Karazin"	""	""	"group of beds"	"Acrochordiceras kiparisovae"	""	""	""	NA	NA	NA	"\"... all remains of cephalopods found in the burial belong to the Middle Anisian Acrochordiceras kiparisovae Zone.\""	""	"siltstone"	""	""	"sandy"	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1412685	"occ"	NA	NA	114113	"Chaohusaurus n. sp. zhangjiawanensis"	"species"	374131	""	"Chaohusaurus zhangjiawanensis"	NA	"species"	374131	"Middle Triassic"	""	247.2	237	"Chen et al."	2013	66441	"Chordata"	"Reptilia"	"Ichthyosauria"	"Grippiidae"	"Chaohusaurus"	NA	NA	NA	""	111.620003	31.379999	"WHGMR V26001, V26025"	"Xunjian, Nanzhang"	NA	"Nanchang, Hupehsuchus type"	"CN"	"Hubei"	"Nanzhang"	"based on nearby landmark"	"2"	"small collection"	"Xunjian Commune, Nanzhang (Nanchang) county"	"gp_mid"	113.67	-2.72	"611"	"CN"	""	""	""	""	"bed"	""	""	""	""	NA	NA	NA	"lower Jialingjiang Fm. or upper Daye Limestone"	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	"some"	"some"	""	""	NA	NA	""	"body"	""	"parautochthonous"	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"field collection,survey of museum collection"	"IVPP"	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1417529	"occ"	NA	NA	196200	"Cymbospondylus n. sp. nichollsi"	"species"	263055	""	"Cymbospondylus nichollsi"	NA	"species"	263055	"Anisian"	""	247.2	242	"Fröbisch et al."	2006	66739	"Chordata"	"Reptilia"	"Ichthyosauria"	"Cymbospondylidae"	"Cymbospondylus"	NA	NA	1	"specimens"	-117.539444	40.001389	"FMNH PR2251, partial skeleton"	"Cain Mountain, USGS Section 14"	NA	""	"US"	"Nevada"	"Pershing"	"based on nearby landmark"	"seconds"	"local area"	"\"Augusta Mountains, Pershing County, Nevada (T25N, R39E; Section 14; USGS Cain Moutain 7.5′ quadrangle, 1990 provisional edition, exact locality on file at the FMNH)\" (Fröbisch et al. 2006)"	"gp_mid"	-38.03	24.55	"101"	"US"	"FED"	"Favret"	""	"Fossil Hill"	""	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1418476	"occ"	NA	NA	98907	"Qianichthyosaurus n. sp. xingyiensis"	"species"	376616	""	"Qianichthyosaurus xingyiensis"	NA	"species"	376616	"Longobardian"	""	242	235	"Yang et al."	2013	66824	"Chordata"	"Reptilia"	"Ichthyosauria"	"Toretocnemidae"	"Qianichthyosaurus"	NA	NA	NA	""	104.745003	25.132999	""	"Wusha, Xingyi (IVPP collection)"	NA	""	"CN"	"Guizhou"	"Qianxinan"	"estimated from map"	"3"	""	"Wusha town, Xingyi city, Guizhou"	"gp_mid"	108.49	-6.72	"611"	"CN"	""	"Falang"	""	"Zhuganpo"	"bed"	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	"many"	""	"skeletons"	""	NA	NA	""	"body,adpression"	"excellent"	"parautochthonous"	""	""	""	""	""	NA	"occasional"	""	""	""	"general faunal/floral"	"field collection,survey of museum collection"	"IVPP"	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1418765	"occ"	NA	NA	104825	"Mixosaurus n. sp. xindianensis"	"species"	377051	""	"Mixosaurus xindianensis"	NA	"species"	377051	"Pelsonian"	""	247.2	242	"Chen and Cheng"	2010	66871	"Chordata"	"Reptilia"	"Ichthyosauria"	"Mixosauridae"	"Mixosaurus"	NA	NA	NA	""	104.980003	25.6	""	"Xindian, Qingshan Pu'an County"	NA	""	"CN"	"Guizhou"	""	"estimated from map"	"1"	"small collection"	""	"gp_mid"	107.41	-10.51	"611"	"CN"	""	"Guanling"	""	"Upper"	"group of beds"	"Nicoraella kockeli"	""	""	""	NA	NA	NA	"Bed CY12"	""	"lime mudstone"	"dolomitic"	"lithified"	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	"partial skulls"	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"field collection"	""	""	""	NA	""	""	"Repository: Geological Museum of Peking University (GMPKU)"	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1418768	"occ"	NA	NA	196553	"Mixosaurus kuhnschnyderi"	"species"	172917	"recombined as"	"Mixosaurus kuhnschneyderi"	NA	"species"	172324	"Anisian"	""	247.2	242	"Chen and Cheng"	2009	66872	"Chordata"	"Reptilia"	"Ichthyosauria"	"Mixosauridae"	"Mixosaurus"	NA	NA	NA	""	104.289719	24.782499	"YIGM SPCV-0810, skull and partial skeleton"	"Xinzhai Village, Luoping"	NA	""	"CN"	"Yunnan"	"Luoping"	"stated in text"	"seconds"	"local area"	"\"Luoke of Xinzhai Village, Luoping County, Yunnan Province\" (Chen and Cheng, 2009)"	"gp_mid"	106.8	-11.35	"611"	"CN"	""	"Guanling"	""	""	""	""	""	""	""	NA	NA	NA	""	""	"\"limestone\""	""	""	""	""	"\"shale\""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1419019	"occ"	NA	NA	196634	"Omphalosaurus n. sp. nettarhynchus"	"species"	176045	""	"Omphalosaurus nettarhynchus"	NA	"species"	176045	"Spathian"	""	251.3	247.2	"Mazin and Bucher"	1987	66896	"Chordata"	"Reptilia"	"Ichthyosauria"	"Omphalosauridae"	"Omphalosaurus"	NA	NA	NA	""	-118.126663	40.50861	"MGL 45452, tooth-bearing mandibular symphysis"	"Humboldt Range area"	NA	""	"US"	"Nevada"	""	"stated in text"	"seconds"	"local area"	"Exact location information inaccessible"	"gp_mid"	-37.57	25.9	"101"	"US"	"FED"	"Prida"	""	""	""	"Prohungarites/Subcolumbites"	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1419116	"occ"	NA	NA	149381	"Mixosaurus n. sp. nordenskioeldi"	"species"	258579	"subjective synonym of"	"Phalarodon fraasi"	NA	"species"	258578	"Spathian"	""	251.3	247.2	"Schmitz"	2005	66911	"Chordata"	"Reptilia"	"Ichthyosauria"	"Mixosauridae"	"Phalarodon"	NA	NA	NA	""	15.67	78.5	""	"Saurie Hook, Ice Fjord"	NA	""	"SJ"	""	""	"estimated from map"	"2"	"outcrop"	""	"gp_mid"	21.35	55.85	"309"	"SJ"	""	""	""	""	"group of beds"	""	""	""	""	NA	NA	NA	"Possibly from Lower Saurian horizon?"	""	"\"limestone\""	""	"lithified"	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	"A.E. Nordenskiold"	"1864"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1419118	"occ"	NA	NA	105083	"Phalarodon nordenskioeldii"	"species"	172833	""	"Phalarodon nordenskioeldii"	NA	"species"	172832	"Smithian"	""	251.3	247.2	"Nicholls et al."	1999	66910	"Chordata"	"Reptilia"	"Ichthyosauria"	"Mixosauridae"	"Phalarodon"	NA	NA	NA	""	-120.721947	54.519444	"TMP 89.127.7, articulated anterior skeleton, including partial skull and lower jaws, pectoral girdle, humerus, cervicals and anterior dorsals, neural spines, ribs and gastralia; TMP 89.127.14, caudal vertebrae; TMP 89.127.15, posterior skull, preserved in dorsal view, lower jaw with teeth, anterior dorsal vertebrae, humerus; TMP 89.127.21, dentary, lower jaw elements, teeth; TMP 89.127.23, dentary, teeth; TMP 89.127.25, dorsal vertebrae; TMP 89.127.26, posterior dorsal vertebrae, femur, fibula, astragalus; TMP 89.127.28, dentary, teeth; TMP 9l.l22.1, incomplete skull, mandible, anterior vertebral column, girdle elements; TMP 9l.l22.4, dentary, teeth; TMP 91.122.5, mid-dorsal vertebrae; TMP 91.122.9, dentaries, teeth"	"Wapiti Lake, Locality D"	NA	"D cirque"	"CA"	"British Columbia"	""	"stated in text"	"seconds"	"outcrop"	"\"south-east of Wapiti Lake in east-central British Columbia\" \"east-central British Columbia from the south end of a cirque designated as D locality (54˚ 31' 10\"N, 120˚ 43'19\"W)\" (Cuthbertson et al. 2013, p. 832) \"The specimens were collected along Ganoid Ridge, south east of Wapiti Lake in eastern British Columbia... [at] \"B\" cirque near Wapiti Lake, British Columbia, 54˚31'10\"N, 120˚43'19\"W \""	"gp_mid"	-32.1	39.25	"101"	"CA"	""	"Sulphur Mountain"	""	"Vega-Phroso"	"bed"	""	""	""	""	NA	NA	NA	"\"the Lower Triassic Vega-Phroso Siltstone Member of the Sulphur Mountain Formation (Lower–Middle Triassic)\" (Cuthbertson et al. 2013, p. 832)"	"The Sulphur Mountain Formation consists of a series of marine siltstones, silty limestones, and fine- grained sandstones"	"siltstone"	""	""	""	""	"\"limestone\""	""	""	"silty"	""	"marine indet."	""	""	"macrofossils"	"many"	"many"	"partial skeletons"	""	NA	NA	""	"body,mold/impression"	"good"	"parautochthonous"	""	""	""	""	"few"	NA	""	""	""	""	"general faunal/floral"	"field collection"	"TMP"	""	""	NA	"Royal Tyrrell Museum of Palaeontology field crew"	"1989-1995"	"\"In 1989, a Royal Tyrrell Museum of Palaeontology field crew collected the counterpart slab of TMP 89.127.3 from Lower Triassic deposits of the Sulphur Mountain Formation (Lower–Middle Triassic) of the Wapiti Lake region of east-central British Columbia, Canada...The part slab, preserving the complimentary mirror image of the counterpart, but also the majority of the skull in both lateral and dorsal views, was collected during the 1995 field season\""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1419119	"occ"	NA	NA	152277	"Phalarodon nordenskioeldii"	"species"	172833	""	"Phalarodon nordenskioeldii"	NA	"species"	172832	"Smithian"	""	251.3	247.2	"Nicholls et al."	1999	66910	"Chordata"	"Reptilia"	"Ichthyosauria"	"Mixosauridae"	"Phalarodon"	NA	NA	NA	""	-120.721947	54.519444	"TMP 89.129.1, skull and lower jaws, cervical and anterior dorsal vertebrae, scattered ribs; TMP 89.129.2, maxilla with teeth, isolated posterior dentary tooth, scattered centra, neural spines and ribs; TMP 91. 120.2, vertebrae; TMP 91.120.7, maxilla; TMP 91.120.8, skull elements; TMP 91.120.16, incomplete skull and cervicals"	"Wapiti Lake, locality B"	NA	"B cirque"	"CA"	"British Columbia"	""	"stated in text"	"seconds"	"small collection"	"The specimens were collected along Ganoid Ridge, south east of Wapiti Lake in eastern British Columbia... from \"B\" cirque (localities D and B, Figure 1) near Wapiti Lake, British Columbia, 54031'10\"N, 120043'19\"W."	"gp_mid"	-32.1	39.25	"101"	"CA"	""	"Sulphur Mountain"	""	"Vega-Phroso Siltstone"	""	""	""	""	""	NA	NA	NA	""	"The Sulphur Mountain Formation con- sists of a series of marine siltstones, silty limestones, and fine-grained sandstones"	"\"shale\""	""	""	""	""	"marl"	""	""	""	""	"marine indet."	""	""	"macrofossils"	"some"	"some"	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"field collection"	"TMP"	""	""	NA	"Royal Tyrrell Museum of Palaeontology field crew"	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1419120	"occ"	NA	NA	152278	"Phalarodon nordenskioeldii"	"species"	172833	""	"Phalarodon nordenskioeldii"	NA	"species"	172832	"Anisian"	"Ladinian"	247.2	237	"Nicholls et al."	1999	66910	"Chordata"	"Reptilia"	"Ichthyosauria"	"Mixosauridae"	"Phalarodon"	NA	NA	NA	""	-120.721947	54.519444	"TMP 88.99.17, caudal vertebrae; TMP 88.99.18, posterior dorsal, anterior caudal vertebrae; TMP 89.126.4, anterior dorsal vertebrae, ribs, gastralia, coracoid, scapula, humerus; TMP 89.126.5, incomplete postcranial skeleton including posterior dorsal, sacral and anterior caudal vertebrae, ribs, gastralia, and left hind limb; TMP 89.126.7, internal view of left side of skull, scattered elements from right side of skull, disarticulated mandible, ribs; TMP 89.126.9, incomplete skull; TMP 89.126.1 1, posterior skull, cervical and anterior dorsal vertebrae; TMP 89.126.12, mandibular elements, teeth; TMP 89.126.17, dorsal skull roof; TMP 91.123.6, orbital region of skull"	"Wapiti Lake, locality T"	NA	"T cirque"	"CA"	"British Columbia"	""	"stated in text"	"seconds"	"small collection"	"Along Ganoid Ridge, south east of Wapiti Lake in eastern British Columbia... 54031'10\"N, 120043'19\"W"	"gp_mid"	-34.06	38.19	"101"	"CA"	""	"Sulphur Mountain"	""	""	""	""	""	""	""	NA	NA	NA	"One specimen (TMP 88.99.21), collected at locality T, yielded two species of conodonts: Neogondolella constricta and Enantiognathus ziegleri. These suggest a correlation of late Anisian to early Ladinian (C. Ryley, personal commun.)."	"The Sulphur Mountain Formation con- sists of a series of marine siltstones, silty limestones, and fine- grained sandstones"	"\"shale\""	""	""	""	""	"marl"	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	"some"	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"field collection"	"TMP"	""	""	NA	"Royal Tyrrell Museum of Palaeontology field crew"	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1419121	"occ"	NA	NA	196670	"Phalarodon n. sp. major"	"species"	172918	""	"Phalarodon major"	NA	"species"	172918	"Anisian"	""	247.2	242	"Maisch and Matzke"	2001	34243	"Chordata"	"Reptilia"	"Ichthyosauria"	"Mixosauridae"	"Phalarodon"	NA	NA	NA	""	8.478056	48.46722	"SMNS 7631 (lectotype), part of a right dentary"	"Aach, near Freudenstadt"	NA	""	"DE"	"Baden-Württemberg"	""	"based on nearby landmark"	"seconds"	"local area"	"\"Aach near Freudenstadt, Baden-Württemberg, SW-Germany\" (Maisch and Matzke, 2001)"	"gp_mid"	28.26	26.99	"305"	"DE"	""	""	"Lower Muschelkalk"	""	""	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1419160	"occ"	NA	NA	98011	"Mixosaurus n. sp. callawayi"	"species"	258580	"recombined as"	"Phalarodon callawayi"	NA	"species"	258580	"Illyrian"	""	247.2	242	"Schmitz et al."	2004	66919	"Chordata"	"Reptilia"	"Ichthyosauria"	"Mixosauridae"	"Phalarodon"	NA	NA	NA	""	-117.566666	40.033333	"CMC VP 7275 (holotype), FMNH PR 1804"	"Muller Canyon"	NA	""	"US"	"Nevada"	"Pershing"	"estimated from map"	"minutes"	"outcrop"	"Sec. 12, T25N, R39E, Muller Canyon, Augusta Mountains, southeastern most Pershing County, Nevada, U.S.A"	"gp_mid"	-38.04	24.59	"101"	"US"	"FED"	"Favret"	"Star Peak"	"Fossil Hill"	""	"Gymnotoceras rotelliformis"	""	""	""	NA	NA	NA	"\"Basal Gymnotoceras rotelliformis is approximately the tethyan Paraceratities trinodotus zone\" [Illyrian; Anisian]"	""	"mudstone"	"planar lamination,brown"	"lithified"	"calcareous"	"Y"	""	""	""	""	""	"marginal marine indet."	""	""	"macrofossils"	"some"	""	"partial skeletons"	""	NA	NA	""	"body,concretion"	"good"	"parautochthonous"	""	""	""	"preferred"	""	NA	"occasional"	""	""	""	"general faunal/floral"	"selective quarrying,surface (in situ)"	"FMNH"	"some macrofossils"	"1 individuals"	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1419312	"occ"	NA	NA	196747	"n. gen. Gengasaurus n. sp. nicosiai"	"species"	377498	""	"Gengasaurus nicosiai"	NA	"species"	377498	"Kimmeridgian"	"Tithonian"	157.3	145	"Paparella et al."	2017	66993	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Gengasaurus"	NA	NA	1	"specimens"	12.981111	43.40778	"MSVG 39617"	"Camponocecchio, Genga"	NA	"Gengasaurus-type locality"	"IT"	"Marche"	"Angona"	"stated in text"	"seconds"	""	""	"gp_mid"	30.92	17.74	"307"	"IT"	""	"Calcari ad aptici e Saccocoma"	""	""	""	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	"lithified"	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1419468	"occ"	NA	NA	196798	"n. gen. Shastasaurus n. sp. pacificus"	"species"	149927	""	"Shastasaurus pacificus"	NA	"species"	149927	"Carnian"	""	237	228	"Merriam"	1895	67017	"Chordata"	"Reptilia"	"Ichthyosauria"	"Shastasauridae"	"Shastasaurus"	NA	NA	NA	""	-122.190834	40.820831	""	"Shasta County area"	NA	""	"US"	"California"	"Shasta"	"stated in text"	"seconds"	"basin"	"Locality described simply as being in \"Shasta Co.\" (Merriam, 1895)"	"gp_mid"	-43.27	23.38	"101"	"US"	"FED"	"Hosselkus"	""	""	"bed"	""	""	""	""	NA	NA	NA	"Sander et al. (2011) state that the type specimen of Shastasaurus pacificus is \"late Carnian\". Described as being from a \"black Triassic limestone\" (Merriam, 1895), likely to be Hosselkus Limestone."	""	"\"limestone\""	"black"	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1419470	"occ"	NA	NA	190855	"Shastasaurus n. sp. altispinus"	"species"	149929	"subjective synonym of"	"Shastasaurus pacificus"	NA	"species"	149927	"Carnian"	""	237	228	"Callaway and Massare"	1989	34773	"Chordata"	"Reptilia"	"Ichthyosauria"	"Shastasauridae"	"Shastasaurus"	NA	NA	NA	""	-122.051582	40.816376	"UCMP 9083, \"five complete vertebrae and one partial vertebra from the middle and posterior dorsal regions; one complete anterior podial or phalangeal element and a fragment of another; several well-preserved but incomplete dorsal ribs; two dorsal neural arches with spines, and fragments of others\""	"Smith Cove (UCMP 1012)"	NA	""	"US"	"California"	"Shasta"	"estimated from map"	"6"	""	"Smith Cove, Sec. 11 and 12, T34N, R2W, Mt.D Meridian"	"gp_mid"	-43.16	23.34	"101"	"US"	"FED"	"Hosselkus"	""	""	""	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	""	""	""	""	""	""	"terrestrial indet."	""	""	"macrofossils"	"some"	"some"	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"general faunal/floral"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
